 Source Port, Destination Port,Flow Bytes/s, Flow Duration, SYN Flag Count,Total Length of Fwd Packets, Protocol, Label
13068,13068,1.824736616,59186624,0,72,6,Syn
62273,54222,12000000,1,0,12,6,Syn
55647,1973,233009.7087,103,0,12,6,Syn
586,136,201680.6723,119,0,12,6,Syn
12442,27384,12000000,1,0,12,6,Syn
44578,25400,12000000,1,0,12,6,Syn
64205,39491,220183.4862,109,0,12,6,Syn
17760,32257,196.3302602,122243,0,24,6,Syn
63345,64871,358208.9552,67,0,12,6,Syn
60811,27508,12000000,1,0,12,6,Syn
33019,2214,247422.6804,97,0,12,6,Syn
9625,48329,300000,80,0,12,6,Syn
30005,60962,244897.9592,49,0,12,6,Syn
18481,34569,226415.0943,106,0,12,6,Syn
42340,42608,208695.6522,115,0,12,6,Syn
32717,38577,12000000,1,0,12,6,Syn
52641,41196,12000000,1,0,12,6,Syn
15937,49480,380952.381,63,0,12,6,Syn
44018,34605,250000,48,0,12,6,Syn
18226,44804,296296.2963,81,0,12,6,Syn
24052,15894,237623.7624,101,0,12,6,Syn
570,59,1.112060584,53953895,0,48,6,Syn
33896,16871,12000000,1,0,12,6,Syn
32274,39047,6000000,2,0,12,6,Syn
47342,50509,12000000,1,0,12,6,Syn
22483,59589,12000000,1,0,12,6,Syn
41470,13040,250000,48,0,12,6,Syn
34808,38811,12000000,1,0,12,6,Syn
50988,1801,12000000,1,0,12,6,Syn
63337,28186,237623.7624,101,0,12,6,Syn
22427,10990,235294.1176,102,0,12,6,Syn
52367,25619,212389.3805,113,0,12,6,Syn
48418,51052,12000000,1,0,12,6,Syn
9026,20386,12000000,1,0,12,6,Syn
22990,22990,1.391150912,60381659,0,60,6,Syn
43951,10533,214285.7143,112,0,12,6,Syn
5897,50982,12000000,1,0,12,6,Syn
29834,3506,12000000,1,0,12,6,Syn
48161,41722,6000000,2,0,12,6,Syn
62722,5433,235294.1176,102,0,12,6,Syn
51702,5565,4000000,3,0,12,6,Syn
58247,5415,200000,120,0,12,6,Syn
65163,40264,230769.2308,104,0,12,6,Syn
21257,34787,12000000,1,0,12,6,Syn
27748,44609,12000000,1,0,12,6,Syn
51892,26819,12000000,1,0,12,6,Syn
8968,14166,226415.0943,106,0,12,6,Syn
24697,50677,187500,128,0,12,6,Syn
61433,54521,12000000,1,0,12,6,Syn
54498,20834,237623.7624,101,0,12,6,Syn
64145,64799,230769.2308,104,0,12,6,Syn
783,917,205128.2051,117,0,12,6,Syn
64547,55679,12000000,1,0,12,6,Syn
24641,19897,12000000,1,0,12,6,Syn
54060,28414,12000000,1,0,12,6,Syn
25943,40564,12000000,1,0,12,6,Syn
45934,23288,470588.2353,51,0,12,6,Syn
44200,64813,12000000,1,0,12,6,Syn
54866,44745,12000000,1,0,12,6,Syn
38175,12242,12000000,1,0,12,6,Syn
930,729,4000000,3,0,12,6,Syn
11681,12197,12000000,1,0,12,6,Syn
24070,2227,208695.6522,115,0,12,6,Syn
1003,361,244897.9592,49,0,12,6,Syn
15782,61560,260869.5652,46,0,12,6,Syn
43977,36220,173913.0435,138,0,12,6,Syn
48537,8529,12000000,1,0,12,6,Syn
40749,12435,292682.9268,82,0,12,6,Syn
32368,32368,2.343032904,30729402,0,48,6,Syn
61026,45156,333333.3333,72,0,12,6,Syn
51706,51706,1.120481797,64258072,0,60,6,Syn
57523,54959,12000000,1,0,12,6,Syn
30735,30735,1.548147983,31004788,0,36,6,Syn
33389,50014,12000000,1,0,12,6,Syn
24408,17790,244897.9592,49,0,12,6,Syn
57785,58025,12000000,1,0,12,6,Syn
39867,37719,237623.7624,101,0,12,6,Syn
22467,48877,244897.9592,49,0,12,6,Syn
26153,14926,240000,100,0,12,6,Syn
38977,29096,12000000,1,0,12,6,Syn
42281,13370,180451.1278,133,0,12,6,Syn
55739,64785,12000000,1,0,12,6,Syn
47145,3554,12000000,1,0,12,6,Syn
12663,58234,266666.6667,45,0,12,6,Syn
34039,9479,255319.1489,47,0,12,6,Syn
25248,12502,12000000,1,0,12,6,Syn
24683,38353,12000000,1,0,12,6,Syn
22977,6877,12000000,1,0,12,6,Syn
26194,26194,2.746505129,26215134,0,48,6,Syn
29645,10769,12000000,1,0,12,6,Syn
33242,9996,12000000,1,0,12,6,Syn
40889,18372,6000000,2,0,12,6,Syn
46379,16592,12000000,1,0,12,6,Syn
8741,13730,250000,48,0,12,6,Syn
50003,9195,23.48952563,1021732,0,24,6,Syn
727,368,244897.9592,49,0,12,6,Syn
61898,61898,1.201459774,59927100,0,60,6,Syn
988,735,12000000,1,0,12,6,Syn
7059,7059,1.296494662,55534359,0,48,6,Syn
54114,51923,452830.1887,53,0,12,6,Syn
55081,15777,235294.1176,51,0,12,6,Syn
24199,58444,235294.1176,102,0,12,6,Syn
27014,63008,12000000,1,0,12,6,Syn
21477,50327,242424.2424,99,0,12,6,Syn
19307,35013,12000000,1,0,12,6,Syn
28269,14630,12000000,1,0,12,6,Syn
40270,45336,212389.3805,113,0,12,6,Syn
33781,37304,7.541335948,3182460,0,24,6,Syn
42484,40993,12000000,1,0,12,6,Syn
37797,8423,196721.3115,122,0,12,6,Syn
19354,26690,12000000,1,0,12,6,Syn
6655,39559,12000000,1,0,12,6,Syn
62448,47383,12000000,1,0,12,6,Syn
64546,28399,12000000,1,0,12,6,Syn
60213,53802,12000000,1,0,12,6,Syn
33870,24024,12000000,1,0,12,6,Syn
9615,36731,224299.0654,107,0,12,6,Syn
25297,12865,216216.2162,111,0,12,6,Syn
43254,10905,250000,48,0,12,6,Syn
31005,25315,12000000,1,0,12,6,Syn
42426,24287,12000000,1,0,12,6,Syn
65031,13225,235294.1176,102,0,12,6,Syn
34362,51414,413793.1034,58,0,12,6,Syn
11447,38640,12000000,1,0,12,6,Syn
38974,8882,12000000,1,0,12,6,Syn
43027,1760,444444.4444,54,0,12,6,Syn
22225,64220,244897.9592,49,0,12,6,Syn
962,160,184615.3846,130,0,12,6,Syn
44752,44752,1.11548894,64545687,0,60,6,Syn
21358,9000,148148.1481,162,0,12,6,Syn
52160,59274,237623.7624,101,0,12,6,Syn
16658,61646,12000000,1,0,12,6,Syn
30752,51057,230769.2308,52,0,12,6,Syn
27687,47138,12000000,1,0,12,6,Syn
43199,45054,250000,96,0,12,6,Syn
63208,6518,12000000,1,0,12,6,Syn
32168,48636,12000000,1,0,12,6,Syn
62335,35943,160000,75,0,12,6,Syn
36022,54260,247422.6804,97,0,12,6,Syn
31289,56464,12000000,1,0,12,6,Syn
12362,41258,12000000,1,0,12,6,Syn
65284,46232,12000000,1,0,12,6,Syn
31486,59942,212389.3805,113,0,12,6,Syn
61697,3254,6000000,2,0,12,6,Syn
40654,13088,12000000,1,0,12,6,Syn
14372,49757,12000000,1,0,12,6,Syn
61489,34445,214285.7143,112,0,12,6,Syn
21589,21589,1.227018121,58678840,0,60,6,Syn
21361,4408,12000000,1,0,12,6,Syn
11160,12566,12000000,1,0,12,6,Syn
10217,14028,237623.7624,101,0,12,6,Syn
15851,24655,224299.0654,107,0,12,6,Syn
61546,33047,216216.2162,111,0,12,6,Syn
33844,11749,201680.6723,119,0,12,6,Syn
24478,24478,2.81783841,38327251,0,60,6,Syn
60684,1909,208695.6522,115,0,12,6,Syn
20788,63130,255319.1489,47,0,12,6,Syn
43147,52735,12000000,1,0,12,6,Syn
38014,47247,347826.087,69,0,12,6,Syn
39994,48402,12000000,1,0,12,6,Syn
56580,20258,244897.9592,49,0,12,6,Syn
53442,53442,2.057100892,70001428,0,84,6,Syn
31827,62088,205128.2051,117,0,12,6,Syn
28966,39081,196721.3115,122,0,12,6,Syn
34832,14647,12000000,1,0,12,6,Syn
51460,39626,247422.6804,97,0,12,6,Syn
13089,46189,235294.1176,102,0,12,6,Syn
64562,28740,12000000,1,0,12,6,Syn
15587,50357,12000000,1,0,12,6,Syn
19973,35080,12000000,1,0,12,6,Syn
39710,21336,12000000,1,0,12,6,Syn
34124,45851,250000,48,0,12,6,Syn
20591,2019,255319.1489,47,0,12,6,Syn
38655,6078,12000000,1,0,12,6,Syn
22123,54721,216216.2162,111,0,12,6,Syn
41517,62999,12000000,1,0,12,6,Syn
57537,62783,444444.4444,54,0,12,6,Syn
13603,13603,2.149701725,50239528,0,60,6,Syn
9448,45520,12000000,1,0,12,6,Syn
15889,52375,240000,50,0,12,6,Syn
28313,21054,12000000,1,0,12,6,Syn
16728,52337,12000000,1,0,12,6,Syn
44347,52695,255319.1489,47,0,12,6,Syn
39406,56484,12000000,1,0,12,6,Syn
30294,38414,12000000,1,0,12,6,Syn
6052,6052,1.222377992,58901584,0,60,6,Syn
29835,62926,206896.5517,116,0,12,6,Syn
43013,4818,6000000,2,0,12,6,Syn
35401,35401,1.791137392,60296882,0,72,6,Syn
25507,56467,12000000,1,0,12,6,Syn
31321,32449,250000,48,0,12,6,Syn
52322,56352,303797.4684,79,0,12,6,Syn
47503,7550,7.268854955,3301758,0,24,6,Syn
42010,28743,12000000,1,0,12,6,Syn
40426,4900,12000000,1,0,12,6,Syn
47765,8261,12000000,1,0,12,6,Syn
47141,47141,4.057200578,29577044,0,60,6,Syn
6000,47217,203389.8305,118,0,12,6,Syn
57181,57181,1.350739837,44420101,0,48,6,Syn
48848,53879,12000000,1,0,12,6,Syn
18986,47753,242424.2424,99,0,12,6,Syn
59289,59289,0.933801896,64253457,0,48,6,Syn
59559,48634,12000000,1,0,12,6,Syn
31748,12990,12000000,1,0,12,6,Syn
60631,6492,205128.2051,117,0,12,6,Syn
37426,34622,12000000,1,0,12,6,Syn
48909,48909,1.513347727,71364960,0,72,6,Syn
44870,31132,296296.2963,81,0,12,6,Syn
32809,26539,218181.8182,110,0,12,6,Syn
27819,21696,12000000,1,0,12,6,Syn
38223,32028,12000000,1,0,12,6,Syn
21017,45692,12000000,1,0,12,6,Syn
6561,27032,32.49456731,738585,0,24,6,Syn
27383,60852,230769.2308,52,0,12,6,Syn
25058,33349,4000000,3,0,12,6,Syn
38045,60103,152866.242,157,0,12,6,Syn
41542,1662,6000000,2,0,12,6,Syn
61883,48642,228571.4286,105,0,12,6,Syn
32356,14183,230769.2308,104,0,12,6,Syn
6041,64861,237623.7624,101,0,12,6,Syn
45605,42885,6000000,2,0,12,6,Syn
59243,7480,12000000,1,0,12,6,Syn
42428,39679,12000000,1,0,12,6,Syn
32235,37177,12000000,1,0,12,6,Syn
33625,27423,12000000,1,0,12,6,Syn
62565,63772,230769.2308,52,0,12,6,Syn
8904,40590,12000000,1,0,12,6,Syn
14534,35011,151898.7342,158,0,12,6,Syn
10096,34796,12000000,1,0,12,6,Syn
47315,62618,12000000,1,0,12,6,Syn
59053,13440,12000000,1,0,12,6,Syn
15495,19774,244897.9592,49,0,12,6,Syn
40655,53178,226415.0943,106,0,12,6,Syn
21638,2238,260869.5652,46,0,12,6,Syn
57591,59605,196721.3115,61,0,12,6,Syn
15143,43875,12000000,1,0,12,6,Syn
16335,55533,12000000,1,0,12,6,Syn
6720,62847,240000,100,0,12,6,Syn
63618,57409,12000000,1,0,12,6,Syn
59410,9861,210526.3158,114,0,12,6,Syn
41858,16291,235294.1176,102,0,12,6,Syn
57230,14108,244897.9592,49,0,12,6,Syn
55872,18385,247422.6804,97,0,12,6,Syn
53339,53339,1.809691964,53047702,0,72,6,Syn
30188,30188,2.220546018,43232610,0,60,6,Syn
7352,29995,461538.4615,52,0,12,6,Syn
43124,39161,12000000,1,0,12,6,Syn
56675,16477,461538.4615,52,0,12,6,Syn
17593,37727,12000000,1,0,12,6,Syn
14373,40224,558139.5349,43,0,12,6,Syn
58209,38778,12000000,1,0,12,6,Syn
41805,20188,208695.6522,115,0,12,6,Syn
62575,20075,242424.2424,99,0,12,6,Syn
11753,8410,6000000,2,0,12,6,Syn
15970,2840,12000000,1,0,12,6,Syn
49692,22842,12000000,1,0,12,6,Syn
25126,42277,315789.4737,76,0,12,6,Syn
44508,24399,12000000,1,0,12,6,Syn
13142,58253,250000,48,0,12,6,Syn
58688,51215,12000000,1,0,12,6,Syn
38568,15728,250000,48,0,12,6,Syn
30362,33287,12000000,1,0,12,6,Syn
33480,26719,6000000,2,0,12,6,Syn
64486,20907,12000000,1,0,12,6,Syn
63739,38540,235294.1176,102,0,12,6,Syn
44984,22609,224299.0654,107,0,12,6,Syn
23890,61229,12000000,1,0,12,6,Syn
15247,21269,216216.2162,111,0,12,6,Syn
17451,17451,1.202609615,49891502,0,48,6,Syn
56996,64150,12000000,1,0,12,6,Syn
35947,13209,6000000,2,0,12,6,Syn
45512,45512,1.151511114,62526535,0,60,6,Syn
29043,53343,12000000,1,0,12,6,Syn
52428,9193,12000000,1,0,12,6,Syn
8969,41699,12000000,1,0,12,6,Syn
30682,30682,0.938386599,63939532,0,60,6,Syn
660,331,247422.6804,97,0,12,6,Syn
17969,17969,1.52713001,55005140,0,60,6,Syn
23056,23056,1.336126754,53887103,0,48,6,Syn
36079,31185,250000,48,0,12,6,Syn
25728,51811,8.242528148,2911728,0,24,6,Syn
65427,32976,237623.7624,101,0,12,6,Syn
24414,4464,12000000,1,0,12,6,Syn
39229,39229,1.207902825,39738296,0,48,6,Syn
52998,58783,12000000,1,0,12,6,Syn
44504,58009,235294.1176,102,0,12,6,Syn
6023,3125,12000000,1,0,12,6,Syn
22285,18935,218181.8182,110,0,12,6,Syn
43154,7618,12000000,1,0,12,6,Syn
56608,7287,12000000,1,0,12,6,Syn
36772,28427,406779.661,59,0,12,6,Syn
18328,42451,12000000,1,0,12,6,Syn
45211,64399,183206.1069,131,0,12,6,Syn
45469,6336,133333.3333,90,0,12,6,Syn
35712,5802,12000000,1,0,12,6,Syn
58121,20589,12000000,1,0,12,6,Syn
64639,10616,230769.2308,104,0,12,6,Syn
13838,61478,12000000,1,0,12,6,Syn
64043,17652,12000000,1,0,12,6,Syn
31094,1483,12000000,1,0,12,6,Syn
59430,22138,12000000,1,0,12,6,Syn
857,346,1.395403388,42998319,0,48,6,Syn
65399,13181,12000000,1,0,12,6,Syn
49059,60004,12000000,1,0,12,6,Syn
21741,1042,247422.6804,97,0,12,6,Syn
61280,43001,12000000,1,0,12,6,Syn
36506,19851,12000000,1,0,12,6,Syn
19983,31006,12000000,1,0,12,6,Syn
42058,36959,12000000,1,0,12,6,Syn
19691,25541,228571.4286,105,0,12,6,Syn
36827,41659,6000000,2,0,12,6,Syn
28497,2412,12000000,1,0,12,6,Syn
528,364,12000000,1,0,12,6,Syn
16286,53242,214285.7143,112,0,12,6,Syn
20486,33585,250000,48,0,12,6,Syn
33132,36841,500000,48,0,12,6,Syn
55123,11399,12000000,1,0,12,6,Syn
9876,60143,233009.7087,103,0,12,6,Syn
30422,5796,452830.1887,53,0,12,6,Syn
43722,5608,444444.4444,54,0,12,6,Syn
17553,6861,12000000,1,0,12,6,Syn
58429,48884,235294.1176,102,0,12,6,Syn
64886,47563,352941.1765,68,0,12,6,Syn
45444,50271,12000000,1,0,12,6,Syn
52820,38465,233009.7087,103,0,12,6,Syn
33876,44802,250000,48,0,12,6,Syn
53878,53704,250000,48,0,12,6,Syn
64992,17529,363636.3636,66,0,12,6,Syn
47032,24823,250000,48,0,12,6,Syn
46550,5408,193548.3871,124,0,12,6,Syn
38430,39727,452830.1887,53,0,12,6,Syn
5703,5703,1.254363992,66966208,0,60,6,Syn
35194,9923,12000000,1,0,12,6,Syn
8669,8669,3.428870328,34996949,0,72,6,Syn
56731,63371,12000000,1,0,12,6,Syn
58657,4041,244897.9592,49,0,12,6,Syn
45499,38264,155844.1558,154,0,12,6,Syn
40372,34535,250000,48,0,12,6,Syn
57243,33398,380952.381,63,0,12,6,Syn
10062,55397,375000,64,0,12,6,Syn
34700,2978,210526.3158,114,0,12,6,Syn
62533,35109,230769.2308,104,0,12,6,Syn
27483,16851,12000000,1,0,12,6,Syn
27928,54819,6000000,2,0,12,6,Syn
56152,27660,421052.6316,57,0,12,6,Syn
53513,48817,218181.8182,110,0,12,6,Syn
61303,52808,230769.2308,104,0,12,6,Syn
62742,29869,6000000,2,0,12,6,Syn
61851,45854,12000000,1,0,12,6,Syn
47878,34232,12000000,1,0,12,6,Syn
45927,13472,444444.4444,54,0,12,6,Syn
44152,44152,2.200686266,21811378,0,36,6,Syn
44637,35553,244897.9592,49,0,12,6,Syn
41300,39049,12000000,1,0,12,6,Syn
54129,63196,11.58722817,2071246,0,24,6,Syn
5310,5310,2.71342144,48647069,0,84,6,Syn
6543,3867,461538.4615,52,0,12,6,Syn
31099,45826,198347.1074,121,0,12,6,Syn
59707,63797,12000000,1,0,12,6,Syn
47437,47437,2.017769148,41630134,0,60,6,Syn
58717,18311,12000000,1,0,12,6,Syn
62116,22288,289156.6265,83,0,12,6,Syn
33034,47365,240000,50,0,12,6,Syn
13167,15366,12000000,1,0,12,6,Syn
60552,27271,300000,80,0,12,6,Syn
39405,52291,240000,100,0,12,6,Syn
22898,63108,12000000,1,0,12,6,Syn
17814,33378,237623.7624,101,0,12,6,Syn
45294,20420,12000000,1,0,12,6,Syn
16061,38535,12000000,1,0,12,6,Syn
6314,1458,12000000,1,0,12,6,Syn
19024,19024,1.17580138,30617416,0,36,6,Syn
59307,52279,235294.1176,102,0,12,6,Syn
37694,41960,12000000,1,0,12,6,Syn
43873,61831,300000,80,0,12,6,Syn
29443,45413,12000000,1,0,12,6,Syn
63813,4056,12000000,1,0,12,6,Syn
18936,54134,303797.4684,79,0,12,6,Syn
5147,64914,218181.8182,110,0,12,6,Syn
34535,11432,226415.0943,106,0,12,6,Syn
37722,27621,240000,100,0,12,6,Syn
18778,18778,1.664605475,57671323,0,72,6,Syn
34952,34952,1.791584836,40187882,0,48,6,Syn
47213,2697,220183.4862,109,0,12,6,Syn
62849,31409,250000,48,0,12,6,Syn
60805,60204,12000000,1,0,12,6,Syn
36510,36510,0.842642307,71204590,0,60,6,Syn
10959,26637,6.842135122,3507677,0,24,6,Syn
37654,53118,12000000,1,0,12,6,Syn
53127,61556,250000,48,0,12,6,Syn
65224,6467,10.52488939,2280309,0,24,6,Syn
38274,38274,1.113143095,64681711,0,48,6,Syn
5410,13673,237623.7624,101,0,12,6,Syn
13843,54397,12000000,1,0,12,6,Syn
56838,1991,255319.1489,47,0,12,6,Syn
7808,44292,12000000,1,0,12,6,Syn
54198,26888,12000000,1,0,12,6,Syn
60459,63276,12000000,1,0,12,6,Syn
22897,4206,12000000,1,0,12,6,Syn
16982,28278,230769.2308,104,0,12,6,Syn
44370,32249,12000000,1,0,12,6,Syn
20082,18801,12000000,1,0,12,6,Syn
60942,41596,230769.2308,104,0,12,6,Syn
6342,60776,233009.7087,103,0,12,6,Syn
45847,54420,6000000,2,0,12,6,Syn
8580,59823,240000,100,0,12,6,Syn
53667,60824,235294.1176,102,0,12,6,Syn
11605,35846,12000000,1,0,12,6,Syn
29006,16896,358208.9552,67,0,12,6,Syn
13228,35554,6000000,2,0,12,6,Syn
10644,39764,480000,50,0,12,6,Syn
41707,9994,198347.1074,121,0,12,6,Syn
61186,46219,235294.1176,102,0,12,6,Syn
30967,24215,240000,100,0,12,6,Syn
20918,42404,12000000,1,0,12,6,Syn
39315,39040,12000000,1,0,12,6,Syn
50950,59052,12000000,1,0,12,6,Syn
47035,51037,222222.2222,108,0,12,6,Syn
56470,15362,12000000,1,0,12,6,Syn
65040,65040,1.090901322,33000235,0,36,6,Syn
18917,2069,226415.0943,106,0,12,6,Syn
63521,44697,500000,48,0,12,6,Syn
30686,12904,12000000,1,0,12,6,Syn
43882,2548,12000000,1,0,12,6,Syn
22798,62157,237623.7624,101,0,12,6,Syn
62320,49171,338028.169,71,0,12,6,Syn
14634,14634,1.939750592,55677261,0,72,6,Syn
14361,16525,12000000,1,0,12,6,Syn
43585,63438,12000000,1,0,12,6,Syn
18451,18451,4.325342767,13871733,0,36,6,Syn
65048,50999,6000000,2,0,12,6,Syn
19487,54442,240000,100,0,12,6,Syn
33429,36331,255319.1489,47,0,12,6,Syn
64290,33055,12000000,1,0,12,6,Syn
36985,20079,12000000,1,0,12,6,Syn
27352,41799,12000000,1,0,12,6,Syn
41334,52069,6000000,2,0,12,6,Syn
44396,65360,240000,50,0,12,6,Syn
25049,10092,214285.7143,112,0,12,6,Syn
5872,48631,12000000,1,0,12,6,Syn
12560,12560,2.127452076,62046051,0,84,6,Syn
53200,5806,12000000,1,0,12,6,Syn
977,352,240000,50,0,12,6,Syn
50890,56101,480000,50,0,12,6,Syn
31526,26814,12000000,1,0,12,6,Syn
31237,31237,1.810650837,39764707,0,48,6,Syn
25095,25153,220183.4862,109,0,12,6,Syn
892,4,235294.1176,102,0,12,6,Syn
14707,33200,235294.1176,102,0,12,6,Syn
28085,6136,12000000,1,0,12,6,Syn
38986,15075,12000000,1,0,12,6,Syn
59046,13399,12000000,1,0,12,6,Syn
44420,31986,12000000,1,0,12,6,Syn
5371,35310,12000000,1,0,12,6,Syn
55157,49495,12000000,1,0,12,6,Syn
28005,26133,208695.6522,115,0,12,6,Syn
60828,56950,4000000,3,0,12,6,Syn
11847,55515,4000000,3,0,12,6,Syn
61374,20821,222222.2222,108,0,12,6,Syn
31300,44599,244897.9592,49,0,12,6,Syn
34453,29112,12000000,1,0,12,6,Syn
64398,11790,12000000,1,0,12,6,Syn
35697,44871,244897.9592,49,0,12,6,Syn
35598,40531,12000000,1,0,12,6,Syn
34095,34095,1.529133871,62780638,0,72,6,Syn
14975,60833,240000,100,0,12,6,Syn
43776,12345,279069.7674,43,0,12,6,Syn
37262,44481,6000000,2,0,12,6,Syn
8789,53765,12000000,1,0,12,6,Syn
64586,34123,244897.9592,98,0,12,6,Syn
11445,64993,413793.1034,58,0,12,6,Syn
65216,44076,12000000,1,0,12,6,Syn
30262,7311,12000000,1,0,12,6,Syn
47612,31851,12000000,1,0,12,6,Syn
5846,25979,12000000,1,0,12,6,Syn
42066,24752,6000000,2,0,12,6,Syn
39508,11188,12000000,1,0,12,6,Syn
57736,7392,244897.9592,49,0,12,6,Syn
14633,18253,393442.623,61,0,12,6,Syn
49372,44797,428571.4286,56,0,12,6,Syn
57937,24125,12000000,1,0,12,6,Syn
64472,26283,205128.2051,117,0,12,6,Syn
59162,7738,12000000,1,0,12,6,Syn
39740,19665,6000000,2,0,12,6,Syn
58209,28605,222222.2222,108,0,12,6,Syn
63010,61096,12000000,1,0,12,6,Syn
20553,52121,12000000,1,0,12,6,Syn
41138,27885,12000000,1,0,12,6,Syn
10949,10949,1.122097642,21388513,0,24,6,Syn
31698,31698,2.334830333,41116478,0,60,6,Syn
64463,49675,12000000,1,0,12,6,Syn
56266,32928,220183.4862,109,0,12,6,Syn
53579,5555,12000000,1,0,12,6,Syn
64917,25346,342857.1429,70,0,12,6,Syn
37292,58962,12000000,1,0,12,6,Syn
47312,16630,12000000,1,0,12,6,Syn
47946,27434,250000,48,0,12,6,Syn
22408,30391,250000,48,0,12,6,Syn
21241,34779,12000000,1,0,12,6,Syn
39215,5894,324324.3243,74,0,12,6,Syn
62107,4832,12000000,1,0,12,6,Syn
61362,62504,12000000,1,0,12,6,Syn
35718,42738,226415.0943,106,0,12,6,Syn
15502,23746,12000000,1,0,12,6,Syn
38691,1135,237623.7624,101,0,12,6,Syn
36697,33998,12000000,1,0,12,6,Syn
32572,32572,1.152338087,41654442,0,48,6,Syn
56094,47089,12000000,1,0,12,6,Syn
891,158,216216.2162,111,0,12,6,Syn
10809,6699,12000000,1,0,12,6,Syn
58765,13309,12000000,1,0,12,6,Syn
52170,65003,12000000,1,0,12,6,Syn
10395,31556,12000000,1,0,12,6,Syn
37186,51356,12000000,1,0,12,6,Syn
19528,34415,12000000,1,0,12,6,Syn
9653,18741,12000000,1,0,12,6,Syn
19660,40366,461538.4615,52,0,12,6,Syn
53008,14203,12000000,1,0,12,6,Syn
7077,4647,237623.7624,101,0,12,6,Syn
62508,5837,12000000,1,0,12,6,Syn
52480,52480,1.917835378,25028217,0,36,6,Syn
53097,9221,244897.9592,49,0,12,6,Syn
7478,17821,266666.6667,90,0,12,6,Syn
43229,43229,1.300904389,27673056,0,24,6,Syn
63161,61624,12000000,1,0,12,6,Syn
27528,57758,237623.7624,101,0,12,6,Syn
6201,18321,12000000,1,0,12,6,Syn
63910,3494,0.963075968,49840305,0,48,6,Syn
60844,2792,240000,100,0,12,6,Syn
981,815,224299.0654,107,0,12,6,Syn
61201,55188,228571.4286,105,0,12,6,Syn
62928,18022,240000,100,0,12,6,Syn
45191,15895,12000000,1,0,12,6,Syn
58287,58287,1.467922229,49048920,0,60,6,Syn
52960,55217,12000000,1,0,12,6,Syn
18072,38952,12000000,1,0,12,6,Syn
8675,31138,12000000,1,0,12,6,Syn
43667,35105,12000000,1,0,12,6,Syn
58961,58961,1.333024114,63014614,0,48,6,Syn
34537,23896,12000000,1,0,12,6,Syn
51936,19683,12000000,1,0,12,6,Syn
33324,6298,12000000,1,0,12,6,Syn
36818,55164,244897.9592,98,0,12,6,Syn
44275,63574,240000,50,0,12,6,Syn
60588,57351,12000000,1,0,12,6,Syn
43073,25110,244897.9592,49,0,12,6,Syn
10481,10481,1.481551744,56697311,0,60,6,Syn
61473,33778,12000000,1,0,12,6,Syn
20569,63272,201680.6723,119,0,12,6,Syn
56004,21654,4.653403819,5157515,0,24,6,Syn
39093,39093,3.420568666,52622829,0,108,6,Syn
64859,13954,285714.2857,84,0,12,6,Syn
31027,39882,12000000,1,0,12,6,Syn
11366,59062,76.93367996,311957,0,24,6,Syn
55561,28476,240000,100,0,12,6,Syn
11496,39787,12000000,1,0,12,6,Syn
23900,36977,222222.2222,108,0,12,6,Syn
9139,23947,12000000,1,0,12,6,Syn
25241,25241,2.519975328,61905368,0,84,6,Syn
23084,6285,240000,100,0,12,6,Syn
54913,2354,237623.7624,101,0,12,6,Syn
15425,12350,12000000,1,0,12,6,Syn
35712,25065,250000,48,0,12,6,Syn
20808,29939,12000000,1,0,12,6,Syn
62482,20902,12000000,1,0,12,6,Syn
37927,57733,237623.7624,101,0,12,6,Syn
31854,46809,12000000,1,0,12,6,Syn
54176,33719,12000000,1,0,12,6,Syn
34157,38935,12000000,1,0,12,6,Syn
64858,57245,5.265670636,4557824,0,24,6,Syn
61890,40799,228571.4286,105,0,12,6,Syn
6349,24951,255319.1489,47,0,12,6,Syn
57333,10192,198347.1074,121,0,12,6,Syn
57800,51497,12000000,1,0,12,6,Syn
53853,49442,12000000,1,0,12,6,Syn
62766,20726,6000000,2,0,12,6,Syn
18234,9634,226415.0943,106,0,12,6,Syn
33705,6649,205128.2051,117,0,12,6,Syn
9426,55012,12000000,1,0,12,6,Syn
644,596,165517.2414,145,0,12,6,Syn
25648,45830,12000000,1,0,12,6,Syn
63214,12706,480000,50,0,12,6,Syn
22210,58525,228571.4286,105,0,12,6,Syn
41176,41176,1.816866036,26419119,0,36,6,Syn
60582,39168,338028.169,71,0,12,6,Syn
61869,55710,12000000,1,0,12,6,Syn
59183,59183,1.032538575,69731051,0,48,6,Syn
22959,22959,1.581699919,68280967,0,84,6,Syn
53976,53976,1.019291952,58864391,0,60,6,Syn
36095,61256,6000000,2,0,12,6,Syn
40030,47940,285714.2857,84,0,12,6,Syn
53433,48223,6000000,2,0,12,6,Syn
58072,59186,233009.7087,103,0,12,6,Syn
22975,56674,12000000,1,0,12,6,Syn
44192,7774,187500,128,0,12,6,Syn
7274,23945,444444.4444,54,0,12,6,Syn
61834,1418,1.234229737,58335979,0,60,6,Syn
55220,30405,375000,64,0,12,6,Syn
11301,3195,12000000,1,0,12,6,Syn
61850,52349,520000000,2,0,1040,17,Syn
15143,37465,12000000,1,0,12,6,Syn
14124,28072,6000000,2,0,12,6,Syn
11661,9307,212389.3805,113,0,12,6,Syn
38227,56396,12000000,1,0,12,6,Syn
45380,10174,12000000,1,0,12,6,Syn
58038,8177,250000,48,0,12,6,Syn
