FwdPacketLengthMax,Total Length of Fwd Packets,Flow Bytes/s, Protocol, Source Port, ACK Flag Count, Flow Duration, Label
6,12,328767.1233,6,11850,1,73,Syn
6,12,12000000,6,64809,1,1,Syn
6,12,12000000,6,54332,1,1,Syn
6,60,0.972117342,6,27393,1,61720944,Syn
6,12,470588.2353,6,43354,1,51,Syn
6,12,12000000,6,43863,1,1,Syn
6,12,186046.5116,6,40434,1,129,Syn
6,60,1.331407737,6,10909,1,63091116,Syn
6,72,3.12233995,6,49343,1,42275986,Syn
6,12,212389.3805,6,63695,1,113,Syn
6,12,228571.4286,6,35557,1,105,Syn
6,12,12000000,6,36536,1,1,Syn
6,12,12000000,6,55819,1,1,Syn
6,12,12000000,6,29546,1,1,Syn
6,12,224299.0654,6,50084,1,107,Syn
6,12,212389.3805,6,62115,1,113,Syn
6,12,12000000,6,13832,1,1,Syn
6,12,12000000,6,41787,1,1,Syn
6,12,12000000,6,18201,1,1,Syn
6,12,444444.4444,6,15092,1,54,Syn
6,12,212389.3805,6,40581,1,113,Syn
6,12,347826.087,6,17294,1,69,Syn
6,12,428571.4286,6,27714,1,56,Syn
6,12,12000000,6,6507,1,1,Syn
6,12,12000000,6,10557,1,1,Syn
6,12,12000000,6,41506,1,1,Syn
6,60,1.215654592,6,46020,1,59227350,Syn
6,48,1.4014625,6,25481,1,51374903,Syn
6,12,12000000,6,49156,1,1,Syn
6,12,12000000,6,62530,1,1,Syn
6,12,12000000,6,59839,1,1,Syn
6,12,6000000,6,62588,1,2,Syn
6,12,235294.1176,6,28302,1,102,Syn
6,12,296296.2963,6,24923,1,81,Syn
6,12,12000000,6,56460,1,1,Syn
6,12,6000000,6,39589,1,2,Syn
6,12,255319.1489,6,49796,1,47,Syn
6,12,150943.3962,6,35388,1,159,Syn
6,12,12000000,6,60449,1,1,Syn
6,12,12000000,6,33448,1,1,Syn
6,12,12000000,6,7466,1,1,Syn
6,12,12000000,6,27838,1,1,Syn
6,60,1.335287378,6,61731,1,53920977,Syn
6,12,12000000,6,36496,1,1,Syn
6,12,12000000,6,42031,1,1,Syn
6,12,237623.7624,6,65205,1,101,Syn
6,60,1.126251836,6,6832,1,53274053,Syn
6,12,12000000,6,19277,1,1,Syn
6,12,216216.2162,6,5811,1,111,Syn
6,12,233009.7087,6,64701,1,103,Syn
6,12,235294.1176,6,30890,1,102,Syn
6,12,12000000,6,51538,1,1,Syn
6,12,12000000,6,37977,1,1,Syn
6,48,2.509096071,6,13952,1,33478192,Syn
6,12,216216.2162,6,32478,1,111,Syn
6,12,12000000,6,59211,1,1,Syn
6,12,4000000,6,57102,1,3,Syn
6,12,244897.9592,6,50606,1,49,Syn
6,12,224299.0654,6,23901,1,107,Syn
6,12,12000000,6,30670,1,1,Syn
6,12,242424.2424,6,51161,1,99,Syn
6,36,1.108334255,6,53077,1,32481176,Syn
6,12,235294.1176,6,41548,1,102,Syn
6,12,4000000,6,56679,1,6,Syn
6,12,452830.1887,6,20390,1,53,Syn
6,12,233009.7087,6,41994,1,103,Syn
6,12,12000000,6,62870,1,1,Syn
6,12,266666.6667,6,63525,1,90,Syn
6,12,444444.4444,6,44925,1,54,Syn
6,12,222222.2222,6,58560,1,108,Syn
6,12,235294.1176,6,44867,1,102,Syn
6,12,12000000,6,17185,1,1,Syn
6,12,226415.0943,6,13197,1,106,Syn
6,12,12000000,6,43661,1,1,Syn
6,48,2.106148787,6,47072,1,34185619,Syn
6,12,12000000,6,34442,1,1,Syn
6,12,12000000,6,14275,1,1,Syn
6,60,1.275388558,6,6352,1,56453384,Syn
6,12,12000000,6,41722,1,1,Syn
6,12,12000000,6,29762,1,1,Syn
6,12,240000,6,40786,1,100,Syn
6,48,1.040463405,6,15875,1,46133290,Syn
6,12,240000,6,12774,1,100,Syn
6,12,12000000,6,5502,1,1,Syn
6,12,452830.1887,6,48919,1,53,Syn
6,60,1.520486127,6,35353,1,63137702,Syn
6,12,250000,6,51425,1,48,Syn
6,12,12000000,6,13698,1,1,Syn
6,12,240000,6,49172,1,50,Syn
6,60,1.208919326,6,64514,1,59557324,Syn
6,12,12000000,6,64650,1,1,Syn
6,12,12000000,6,18154,1,1,Syn
6,12,235294.1176,6,40130,1,102,Syn
6,12,176470.5882,6,18925,1,136,Syn
6,48,0.972161487,6,12415,1,49374513,Syn
6,12,328767.1233,6,61566,1,73,Syn
6,12,12000000,6,25035,1,1,Syn
6,12,260869.5652,6,15871,1,46,Syn
6,12,12000000,6,8882,1,1,Syn
6,12,255319.1489,6,40517,1,47,Syn
6,12,282352.9412,6,9191,1,85,Syn
6,12,12000000,6,56646,1,1,Syn
6,12,12000000,6,18862,1,1,Syn
6,12,226415.0943,6,26851,1,106,Syn
6,12,333333.3333,6,10509,1,72,Syn
6,12,242424.2424,6,21581,1,99,Syn
6,12,12000000,6,9510,1,1,Syn
6,12,224299.0654,6,31110,1,107,Syn
6,12,12000000,6,13302,1,1,Syn
6,12,205128.2051,6,5454,1,117,Syn
6,12,6000000,6,27919,1,2,Syn
6,12,244897.9592,6,64493,1,98,Syn
6,12,214285.7143,6,64650,1,112,Syn
6,12,6000000,6,27232,1,2,Syn
6,12,6000000,6,7749,1,2,Syn
6,72,2.095117068,6,65294,1,40093225,Syn
6,12,244897.9592,6,26812,1,49,Syn
6,12,233009.7087,6,38743,1,103,Syn
6,12,247422.6804,6,13419,1,97,Syn
6,36,1.033906155,6,12999,1,46425877,Syn
6,60,1.29353135,6,6372,1,55661581,Syn
6,12,12000000,6,42188,1,1,Syn
6,12,12000000,6,19819,1,1,Syn
6,12,461538.4615,6,42478,1,52,Syn
6,12,6000000,6,65294,1,2,Syn
6,12,12000000,6,63061,1,1,Syn
6,12,195121.9512,6,20283,1,123,Syn
6,12,184615.3846,6,9367,1,65,Syn
6,24,2.602450337,6,39196,1,9222078,Syn
6,12,233009.7087,6,28763,1,103,Syn
6,12,12000000,6,39795,1,1,Syn
6,12,12000000,6,31021,1,1,Syn
6,12,214285.7143,6,19964,1,112,Syn
6,12,12000000,6,41244,1,1,Syn
6,12,240000,6,627,1,100,Syn
6,12,235294.1176,6,40686,1,102,Syn
6,60,1.823248199,6,41532,1,46071621,Syn
6,12,230769.2308,6,919,1,104,Syn
6,12,12000000,6,46254,1,1,Syn
6,12,183206.1069,6,46379,1,131,Syn
6,12,250000,6,46266,1,48,Syn
6,12,235294.1176,6,64308,1,102,Syn
6,48,0.852456886,6,65466,1,56307833,Syn
6,12,237623.7624,6,29896,1,101,Syn
6,12,461538.4615,6,28156,1,52,Syn
6,12,12000000,6,64309,1,1,Syn
6,12,12000000,6,40622,1,1,Syn
6,36,0.7635932,6,52372,1,47145522,Syn
6,12,12000000,6,15716,1,1,Syn
6,12,237623.7624,6,59493,1,101,Syn
6,12,255319.1489,6,7077,1,47,Syn
6,12,198347.1074,6,11504,1,121,Syn
6,12,6000000,6,43726,1,2,Syn
6,12,428571.4286,6,54450,1,56,Syn
6,12,470588.2353,6,7030,1,51,Syn
6,12,12000000,6,56348,1,1,Syn
6,12,244897.9592,6,25323,1,98,Syn
6,12,220183.4862,6,41755,1,109,Syn
6,36,1.388727353,6,15721,1,34564020,Syn
6,12,12000000,6,46934,1,1,Syn
6,12,235294.1176,6,22049,1,102,Syn
6,12,250000,6,20874,1,48,Syn
6,12,235294.1176,6,61146,1,102,Syn
6,12,12000000,6,23847,1,1,Syn
6,24,2.94519411,6,36085,1,12223303,Syn
6,60,1.189486427,6,20508,1,60530325,Syn
6,12,4000000,6,12596,1,3,Syn
6,12,216216.2162,6,9440,1,111,Syn
6,12,12000000,6,8846,1,1,Syn
6,12,224299.0654,6,28332,1,107,Syn
6,12,235294.1176,6,37381,1,102,Syn
6,12,12000000,6,57127,1,1,Syn
6,12,12000000,6,16283,1,1,Syn
6,72,1.589272739,6,7674,1,67955611,Syn
6,12,12000000,6,8278,1,1,Syn
6,12,12000000,6,16983,1,1,Syn
6,12,12000000,6,10859,1,1,Syn
6,12,12000000,6,61370,1,1,Syn
6,12,12000000,6,18216,1,1,Syn
6,12,12000000,6,58828,1,1,Syn
6,12,12000000,6,29113,1,1,Syn
6,12,12000000,6,15675,1,1,Syn
6,72,2.243878559,6,29759,1,58826713,Syn
6,12,266666.6667,6,32339,1,90,Syn
6,12,12000000,6,29353,1,1,Syn
6,12,12000000,6,41384,1,1,Syn
6,12,12000000,6,35563,1,1,Syn
6,12,233009.7087,6,22733,1,103,Syn
6,12,260869.5652,6,49994,1,46,Syn
6,12,461538.4615,6,15515,1,52,Syn
6,12,6000000,6,28907,1,2,Syn
6,12,12000000,6,28283,1,1,Syn
6,12,6000000,6,62476,1,2,Syn
6,12,12000000,6,39257,1,1,Syn
6,24,4.02498847,6,26915,1,5962750,Syn
6,12,12000000,6,22344,1,1,Syn
6,12,6000000,6,38346,1,2,Syn
6,60,2.585452783,6,41992,1,37130827,Syn
6,12,203389.8305,6,25726,1,118,Syn
6,60,2.237575118,6,54094,1,48266536,Syn
6,12,250000,6,62687,1,48,Syn
6,12,260869.5652,6,7169,1,46,Syn
6,12,164383.5616,6,26875,1,73,Syn
6,12,12000000,6,23816,1,1,Syn
6,12,260869.5652,6,63207,1,46,Syn
6,12,192000,6,44098,1,125,Syn
6,12,12000000,6,61150,1,1,Syn
6,12,222222.2222,6,43438,1,108,Syn
6,12,292682.9268,6,44864,1,82,Syn
6,12,12000000,6,58596,1,1,Syn
6,24,4.354296003,6,20965,1,5511798,Syn
6,12,210526.3158,6,37116,1,114,Syn
6,12,237623.7624,6,37965,1,101,Syn
6,12,12000000,6,28610,1,1,Syn
6,12,452830.1887,6,57088,1,53,Syn
6,12,12000000,6,44369,1,1,Syn
6,12,216216.2162,6,32581,1,111,Syn
6,12,358208.9552,6,56563,1,67,Syn
6,12,179104.4776,6,13766,1,134,Syn
6,48,1.474166642,6,47706,1,48841154,Syn
6,12,250000,6,45594,1,48,Syn
6,12,12000000,6,45403,1,1,Syn
6,12,12000000,6,19029,1,1,Syn
6,12,233009.7087,6,52780,1,103,Syn
6,12,12000000,6,59238,1,1,Syn
6,12,181818.1818,6,55764,1,132,Syn
6,12,12000000,6,45917,1,1,Syn
6,12,12000000,6,27382,1,1,Syn
6,36,1.349139148,6,7516,1,26683682,Syn
6,12,12000000,6,47040,1,1,Syn
6,12,247422.6804,6,19296,1,97,Syn
6,12,12000000,6,63309,1,1,Syn
6,12,170212.766,6,47554,1,141,Syn
6,12,12000000,6,29488,1,1,Syn
6,12,6000000,6,5620,1,2,Syn
6,12,12000000,6,49895,1,1,Syn
6,12,12000000,6,36771,1,1,Syn
6,48,1.16386793,6,52330,1,51552241,Syn
6,12,12000000,6,41702,1,1,Syn
6,36,1.351527712,6,62986,1,35515365,Syn
6,12,218181.8182,6,43973,1,110,Syn
6,12,233009.7087,6,42169,1,103,Syn
6,24,1.173441097,6,23577,1,20452667,Syn
6,12,12000000,6,16822,1,1,Syn
6,12,208695.6522,6,40111,1,115,Syn
6,12,260869.5652,6,36452,1,46,Syn
6,12,6000000,6,14616,1,2,Syn
6,12,255319.1489,6,5355,1,47,Syn
6,12,12000000,6,27532,1,1,Syn
6,12,12000000,6,27790,1,1,Syn
6,12,4000000,6,28830,1,3,Syn
6,12,12000000,6,22349,1,1,Syn
6,12,240000,6,44425,1,100,Syn
6,12,260869.5652,6,35491,1,46,Syn
6,72,1.650957854,6,39407,1,65416570,Syn
6,12,205128.2051,6,10780,1,117,Syn
6,12,12000000,6,11715,1,1,Syn
6,12,250000,6,65412,1,48,Syn
6,12,12000000,6,41007,1,1,Syn
6,12,12000000,6,63632,1,1,Syn
6,12,230769.2308,6,50317,1,104,Syn
6,12,6000000,6,51769,1,2,Syn
6,12,470588.2353,6,64870,1,51,Syn
6,12,12000000,6,14431,1,1,Syn
6,12,193548.3871,6,32548,1,124,Syn
6,60,1.909108959,6,51184,1,43999584,Syn
6,12,12000000,6,31171,1,1,Syn
6,60,1.374431632,6,24364,1,61116172,Syn
6,12,222222.2222,6,677,1,108,Syn
6,60,1.740976438,6,39841,1,55141470,Syn
6,12,230769.2308,6,45009,1,104,Syn
6,12,444444.4444,6,57387,1,54,Syn
6,12,12000000,6,35430,1,1,Syn
6,12,12000000,6,56705,1,1,Syn
6,12,12000000,6,39319,1,1,Syn
6,12,296296.2963,6,57420,1,81,Syn
6,12,12000000,6,43744,1,1,Syn
6,12,230769.2308,6,63654,1,104,Syn
6,12,333333.3333,6,44270,1,72,Syn
6,12,242424.2424,6,59243,1,99,Syn
6,12,12000000,6,10572,1,1,Syn
6,12,521739.1304,6,26199,1,23,Syn
6,12,6000000,6,24451,1,2,Syn
6,12,12000000,6,30405,1,1,Syn
6,12,12000000,6,15419,1,1,Syn
6,12,470588.2353,6,19339,1,51,Syn
6,12,266666.6667,6,5597,1,90,Syn
6,48,1.287851913,6,55562,1,55907049,Syn
6,36,1.020930232,6,51840,1,35261959,Syn
6,60,1.347317919,6,20156,1,53439503,Syn
6,12,12000000,6,31926,1,1,Syn
6,12,240000,6,17372,1,100,Syn
6,12,242424.2424,6,39847,1,99,Syn
6,12,12000000,6,44074,1,1,Syn
6,12,12000000,6,64908,1,1,Syn
6,72,1.947168547,6,9295,1,61627947,Syn
338,676,338000000,17,51498,0,2,Syn
6,48,2.057464115,6,17811,1,34994535,Syn
6,12,224299.0654,6,9299,1,107,Syn
6,12,461538.4615,6,55371,1,52,Syn
6,12,444444.4444,6,27979,1,54,Syn
6,12,272727.2727,6,29060,1,44,Syn
6,12,250000,6,31942,1,48,Syn
6,12,12000000,6,44800,1,1,Syn
6,12,12000000,6,60878,1,1,Syn
6,12,250000,6,59207,1,96,Syn
6,12,12000000,6,42758,1,1,Syn
6,84,2.18307946,6,25151,1,60465046,Syn
6,12,196721.3115,6,23465,1,122,Syn
6,12,12000000,6,42637,1,1,Syn
6,12,369230.7692,6,33624,1,65,Syn
6,12,222222.2222,6,34463,1,108,Syn
6,12,237623.7624,6,14592,1,101,Syn
6,12,12000000,6,28982,1,1,Syn
6,12,260869.5652,6,32390,1,46,Syn
6,12,228571.4286,6,45648,1,105,Syn
6,12,250000,6,19885,1,48,Syn
6,12,12000000,6,47152,1,1,Syn
6,12,12000000,6,8976,1,1,Syn
6,12,148148.1481,6,29524,1,162,Syn
6,12,452830.1887,6,35355,1,53,Syn
6,12,12000000,6,9819,1,1,Syn
6,12,216216.2162,6,11880,1,111,Syn
6,24,0.666511221,6,65529,1,36008396,Syn
6,72,1.410713268,6,34944,1,68050682,Syn
6,12,12000000,6,62521,1,1,Syn
6,12,12000000,6,49334,1,1,Syn
6,12,250000,6,18296,1,48,Syn
6,12,187500,6,34145,1,128,Syn
6,12,1043478.261,6,32079,1,23,Syn
6,12,255319.1489,6,25220,1,47,Syn
6,72,1.770487856,6,54517,1,61000136,Syn
6,12,12000000,6,16492,1,1,Syn
6,12,12000000,6,12830,1,1,Syn
6,12,240000,6,33016,1,100,Syn
6,72,2.358136475,6,57969,1,50887640,Syn
6,60,1.997510879,6,27261,1,54067290,Syn
6,12,237623.7624,6,47214,1,101,Syn
6,12,12000000,6,19945,1,1,Syn
6,24,348.1187085,6,41077,1,103413,Syn
6,12,218181.8182,6,18810,1,110,Syn
6,72,1.346315339,6,11858,1,62392515,Syn
6,12,12000000,6,28354,1,1,Syn
6,12,12000000,6,47993,1,1,Syn
6,12,157894.7368,6,17846,1,152,Syn
6,12,216216.2162,6,52144,1,111,Syn
6,36,1.131265576,6,22556,1,42430355,Syn
6,24,14.01960057,6,41267,1,1711889,Syn
6,12,220183.4862,6,63487,1,109,Syn
6,12,12000000,6,65449,1,1,Syn
6,12,444444.4444,6,5923,1,54,Syn
6,12,452830.1887,6,28228,1,53,Syn
6,12,12000000,6,64803,1,1,Syn
6,12,12000000,6,13078,1,1,Syn
6,24,2.756982134,6,11395,1,13057756,Syn
6,96,2.584606756,6,28494,1,65000217,Syn
6,12,12000000,6,14878,1,1,Syn
6,12,240000,6,44691,1,50,Syn
6,12,480000,6,36767,1,50,Syn
6,12,12000000,6,61950,1,1,Syn
6,72,1.419866674,6,45123,1,67611982,Syn
6,60,2.133329778,6,8416,1,45000075,Syn
6,12,158940.3974,6,36959,1,151,Syn
6,12,461538.4615,6,64030,1,52,Syn
6,12,272727.2727,6,854,1,44,Syn
6,12,12000000,6,56025,1,1,Syn
6,60,1.42301622,6,40508,1,59029545,Syn
6,72,1.352865969,6,34023,1,62090408,Syn
6,12,12000000,6,54577,1,1,Syn
6,24,0.628555397,6,32466,1,38182792,Syn
6,12,12000000,6,12292,1,1,Syn
6,12,12000000,6,43627,1,1,Syn
6,12,12000000,6,15258,1,1,Syn
6,12,12000000,6,11806,1,1,Syn
6,12,250000,6,46654,1,48,Syn
6,12,208695.6522,6,52551,1,115,Syn
6,60,1.058602767,6,21629,1,56678484,Syn
6,12,12000000,6,31537,1,1,Syn
6,12,244897.9592,6,28193,1,49,Syn
6,12,210526.3158,6,31423,1,114,Syn
6,12,12000000,6,26095,1,1,Syn
6,84,2.024511025,6,38477,1,59273572,Syn
6,12,436363.6364,6,40871,1,55,Syn
6,12,12000000,6,34263,1,1,Syn
6,12,12000000,6,41245,1,1,Syn
6,12,12000000,6,42441,1,1,Syn
6,12,12000000,6,28748,1,1,Syn
6,12,470588.2353,6,13372,1,51,Syn
6,12,428571.4286,6,61522,1,56,Syn
6,12,212389.3805,6,51956,1,113,Syn
6,12,470588.2353,6,28243,1,51,Syn
6,12,12000000,6,27344,1,1,Syn
6,12,235294.1176,6,44455,1,102,Syn
6,12,12000000,6,50067,1,1,Syn
6,72,1.710048428,6,19378,1,56138761,Syn
6,12,6000000,6,13869,1,2,Syn
6,36,1.560228577,6,7860,1,30764723,Syn
6,12,12000000,6,40345,1,1,Syn
6,12,12000000,6,60725,1,1,Syn
6,12,12000000,6,20831,1,1,Syn
6,12,12000000,6,5667,1,1,Syn
6,12,12000000,6,5944,1,1,Syn
6,12,235294.1176,6,610,1,102,Syn
6,12,12000000,6,55443,1,1,Syn
6,12,12000000,6,61568,1,1,Syn
6,12,200000,6,13359,1,120,Syn
6,12,12000000,6,46245,1,1,Syn
6,12,12000000,6,18348,1,1,Syn
6,12,250000,6,17579,1,48,Syn
6,24,3.062579473,6,61069,1,11754797,Syn
6,12,250000,6,24823,1,96,Syn
6,12,250000,6,30216,1,48,Syn
6,12,247422.6804,6,42713,1,97,Syn
6,12,452830.1887,6,18649,1,53,Syn
6,12,226415.0943,6,62227,1,106,Syn
6,12,347826.087,6,27020,1,69,Syn
6,12,206896.5517,6,52728,1,116,Syn
6,12,240000,6,57335,1,100,Syn
6,12,228571.4286,6,27317,1,105,Syn
6,12,12000000,6,36896,1,1,Syn
6,12,12000000,6,664,1,1,Syn
6,12,12000000,6,22135,1,1,Syn
6,36,0.938588371,6,64833,1,38355472,Syn
6,12,244897.9592,6,65412,1,49,Syn
6,12,167832.1678,6,65164,1,143,Syn
6,12,240000,6,46800,1,50,Syn
6,24,97.87449228,6,35888,1,245212,Syn
6,60,2.71599164,6,11477,1,35346206,Syn
6,12,201680.6723,6,9626,1,119,Syn
6,12,12000000,6,23077,1,1,Syn
6,12,461538.4615,6,52250,1,52,Syn
6,12,233009.7087,6,6633,1,103,Syn
6,12,12000000,6,57873,1,1,Syn
6,12,240000,6,60595,1,100,Syn
6,12,255319.1489,6,61243,1,47,Syn
6,12,146341.4634,6,63879,1,164,Syn
6,12,12000000,6,18913,1,1,Syn
6,48,0.853281075,6,33320,1,56253445,Syn
6,12,444444.4444,6,54636,1,54,Syn
6,12,237623.7624,6,742,1,101,Syn
6,12,12000000,6,65446,1,1,Syn
6,12,206896.5517,6,25567,1,116,Syn
6,12,233009.7087,6,58348,1,103,Syn
6,12,12000000,6,24646,1,1,Syn
6,36,1.350083595,6,31006,1,35553354,Syn
6,12,226415.0943,6,64570,1,106,Syn
6,12,247422.6804,6,12039,1,97,Syn
6,48,1.358364802,6,42733,1,53004907,Syn
6,72,1.651662031,6,28409,1,65388680,Syn
6,12,12000000,6,40465,1,1,Syn
6,12,436363.6364,6,61417,1,55,Syn
6,12,212389.3805,6,7043,1,113,Syn
6,12,230769.2308,6,33865,1,104,Syn
6,12,12000000,6,8020,1,1,Syn
6,12,12000000,6,12835,1,1,Syn
6,12,12000000,6,64150,1,1,Syn
6,12,461538.4615,6,58369,1,52,Syn
6,48,1.515175697,6,13159,1,39599368,Syn
6,36,2.081173935,6,9184,1,23063906,Syn
6,12,220183.4862,6,18364,1,109,Syn
6,12,12000000,6,54681,1,1,Syn
6,12,12000000,6,57049,1,1,Syn
6,12,12000000,6,16385,1,1,Syn
6,12,12000000,6,27060,1,1,Syn
6,12,12000000,6,18865,1,1,Syn
6,12,12000000,6,10299,1,1,Syn
6,12,233009.7087,6,28884,1,103,Syn
6,12,12000000,6,34533,1,1,Syn
6,12,6000000,6,31408,1,2,Syn
6,12,175182.4818,6,53821,1,137,Syn
6,12,220183.4862,6,39116,1,109,Syn
6,12,222222.2222,6,18376,1,108,Syn
6,12,201680.6723,6,16039,1,119,Syn
6,12,12000000,6,7510,1,1,Syn
6,12,214285.7143,6,10925,1,112,Syn
6,12,240000,6,15536,1,100,Syn
6,12,244897.9592,6,973,1,49,Syn
6,72,1.242901313,6,62569,1,67583805,Syn
6,12,244897.9592,6,16129,1,49,Syn
6,12,203389.8305,6,47940,1,118,Syn
6,12,255319.1489,6,7360,1,47,Syn
6,12,315789.4737,6,24289,1,76,Syn
6,12,12000000,6,61337,1,1,Syn
6,12,12000000,6,59681,1,1,Syn
6,12,6000000,6,56251,1,2,Syn
6,12,228571.4286,6,17896,1,105,Syn
6,12,12000000,6,50784,1,1,Syn
6,12,212389.3805,6,44449,1,113,Syn
6,12,12000000,6,7217,1,1,Syn
6,12,206896.5517,6,18840,1,116,Syn
6,12,12000000,6,18391,1,1,Syn
6,72,2.0000007,6,17548,1,59999979,Syn
6,12,480000,6,6728,1,50,Syn
6,12,12000000,6,48686,1,1,Syn
6,12,12000000,6,34141,1,1,Syn
6,12,240000,6,8191,1,100,Syn
6,12,130434.7826,6,65002,1,184,Syn
6,12,250000,6,7393,1,48,Syn
6,12,12000000,6,55087,1,1,Syn
6,12,244897.9592,6,62124,1,98,Syn
6,12,12000000,6,33607,1,1,Syn
6,12,470588.2353,6,35256,1,51,Syn
6,12,436363.6364,6,62261,1,55,Syn
6,12,222222.2222,6,8785,1,108,Syn
6,12,470588.2353,6,44695,1,51,Syn
6,12,250000,6,64820,1,48,Syn
6,72,2.970330249,6,37729,1,44439503,Syn
6,12,444444.4444,6,51719,1,54,Syn
6,12,210526.3158,6,37825,1,114,Syn
6,12,171428.5714,6,54644,1,140,Syn
6,12,250000,6,59771,1,48,Syn
6,12,255319.1489,6,34811,1,47,Syn
6,36,0.765748039,6,48014,1,47012853,Syn
6,12,12000000,6,6752,1,1,Syn
6,12,244897.9592,6,53947,1,49,Syn
6,48,2.395996154,6,59260,1,35058487,Syn
6,12,12000000,6,8048,1,1,Syn
6,12,470588.2353,6,64698,1,51,Syn
6,12,240000,6,33407,1,100,Syn
6,12,12000000,6,30751,1,1,Syn
6,12,240000,6,45778,1,100,Syn
6,12,12000000,6,55789,1,1,Syn
6,72,1.990300712,6,60513,1,54263157,Syn
6,12,12000000,6,23679,1,1,Syn
6,12,12000000,6,36951,1,1,Syn
6,12,363636.3636,6,42491,1,66,Syn
6,12,12000000,6,64200,1,1,Syn
6,12,244897.9592,6,18938,1,49,Syn
6,12,6000000,6,13522,1,2,Syn
6,12,315789.4737,6,24665,1,76,Syn
6,72,2.042306411,6,829,1,58757099,Syn
6,12,12000000,6,19820,1,1,Syn
6,12,12000000,6,29756,1,1,Syn
6,12,375000,6,10508,1,64,Syn
6,12,12000000,6,49456,1,1,Syn
6,12,12000000,6,60909,1,1,Syn
6,12,12000000,6,21070,1,1,Syn
6,12,12000000,6,27646,1,1,Syn
6,12,205128.2051,6,56848,1,117,Syn
6,12,255319.1489,6,16194,1,47,Syn
6,12,12000000,6,63493,1,1,Syn
6,12,12000000,6,56947,1,1,Syn
6,12,226415.0943,6,29593,1,106,Syn
6,72,1.629852278,6,26673,1,66263674,Syn
6,12,300000,6,49427,1,80,Syn
6,12,250000,6,46608,1,48,Syn
6,12,214285.7143,6,18909,1,112,Syn
6,12,6000000,6,39795,1,2,Syn
6,72,1.642961171,6,15208,1,65734968,Syn
6,12,12000000,6,60579,1,1,Syn
6,12,12000000,6,31979,1,1,Syn
6,12,216216.2162,6,63924,1,111,Syn
6,12,470588.2353,6,48408,1,51,Syn
6,12,222222.2222,6,56196,1,108,Syn
6,12,470588.2353,6,57653,1,51,Syn
6,12,12000000,6,47954,1,1,Syn
6,12,244897.9592,6,57634,1,98,Syn
6,12,233009.7087,6,30934,1,103,Syn
6,12,237623.7624,6,63099,1,101,Syn
6,12,12000000,6,42264,1,1,Syn
6,12,240000,6,48899,1,100,Syn
6,12,12000000,6,55795,1,1,Syn
6,12,208695.6522,6,53372,1,115,Syn
6,12,237623.7624,6,49454,1,101,Syn
6,12,233009.7087,6,53264,1,103,Syn
6,12,230769.2308,6,13065,1,104,Syn
6,12,235294.1176,6,12694,1,102,Syn
6,12,218181.8182,6,29625,1,110,Syn
6,60,1.397846757,6,23969,1,42923160,Syn
6,12,12000000,6,26968,1,1,Syn
6,12,212389.3805,6,13220,1,113,Syn
6,12,12000000,6,59496,1,1,Syn
6,12,12000000,6,37282,1,1,Syn
6,12,12000000,6,62046,1,1,Syn
6,12,452830.1887,6,58017,1,53,Syn
6,12,421052.6316,6,46531,1,57,Syn
6,12,300000,6,20401,1,80,Syn
6,12,220183.4862,6,36504,1,109,Syn
6,12,12000000,6,33530,1,1,Syn
6,12,428571.4286,6,59591,1,56,Syn
6,12,200000,6,5698,1,120,Syn
6,12,233009.7087,6,21261,1,103,Syn
6,12,12000000,6,41887,1,1,Syn
6,72,1.952272187,6,15574,1,55320155,Syn
6,12,12000000,6,19400,1,1,Syn
6,12,12000000,6,64355,1,1,Syn
6,12,12000000,6,47831,1,1,Syn
6,12,12000000,6,10263,1,1,Syn
6,48,1.732548925,6,39482,1,41557268,Syn
6,60,2.282582745,6,34945,1,42057621,Syn
6,12,12000000,6,37486,1,1,Syn
6,12,12000000,6,55690,1,1,Syn
6,12,6000000,6,29340,1,2,Syn
6,12,235294.1176,6,51390,1,102,Syn
6,36,1.674522503,6,10831,1,28664888,Syn
6,12,206896.5517,6,57049,1,116,Syn
6,12,12000000,6,15938,1,1,Syn
6,12,12000000,6,19159,1,1,Syn
6,12,216216.2162,6,46039,1,111,Syn
6,12,244897.9592,6,52645,1,49,Syn
6,12,342857.1429,6,58971,1,70,Syn
6,12,250000,6,14402,1,48,Syn
6,12,12000000,6,26541,1,1,Syn
6,12,167832.1678,6,18990,1,143,Syn
6,48,1.040753243,6,15786,1,57650553,Syn
6,12,12000000,6,29162,1,1,Syn
6,12,244897.9592,6,38764,1,49,Syn
6,12,210526.3158,6,37320,1,114,Syn
6,12,224299.0654,6,617,1,107,Syn
6,72,3.473239362,6,55431,1,38004867,Syn
6,12,12000000,6,60358,1,1,Syn
6,12,12000000,6,28158,1,1,Syn
6,12,12000000,6,19374,1,1,Syn
6,12,12000000,6,62598,1,1,Syn
6,12,12000000,6,65382,1,1,Syn
6,12,12000000,6,48696,1,1,Syn
6,12,12000000,6,29890,1,1,Syn
6,12,12000000,6,18076,1,1,Syn
6,12,244897.9592,6,39463,1,49,Syn
6,12,12000000,6,62529,1,1,Syn
6,12,235294.1176,6,9566,1,102,Syn
6,12,12000000,6,12891,1,1,Syn
6,60,2.513581135,6,7244,1,42966586,Syn
6,12,12000000,6,15078,1,1,Syn
6,12,6000000,6,10393,1,2,Syn
6,12,260869.5652,6,5159,1,46,Syn
